Date,Goldpreis,Gold_ETF,Dollar_Index,SP500,Oil_Price,Wochentag
2022-02-15,1853.045,173.0800018310547,95.98999786376952,4471.06982421875,92.06999969482422,Tuesday
2022-02-14,1871.09,174.74000549316406,96.37000274658205,4401.669921875,95.45999908447266,Monday
2022-02-11,1859.36,173.80999755859375,96.08000183105467,4418.64013671875,93.0999984741211,Friday
2022-02-10,1826.975,170.55999755859375,95.5500030517578,4504.080078125,89.87999725341797,Thursday
2022-02-09,1832.615,171.2100067138672,95.48999786376952,4587.18017578125,89.66000366210938,Wednesday
2022-02-08,1825.95,170.6300048828125,95.63999938964844,4521.5400390625,89.36000061035156,Tuesday
2022-02-07,1822.06,170.11000061035156,95.4000015258789,4483.8701171875,91.31999969482422,Monday
2022-02-04,1807.695,168.86000061035156,95.4800033569336,4500.52978515625,92.30999755859376,Friday
2022-02-03,1805.785,168.60000610351562,95.37999725341795,4477.43994140625,90.2699966430664,Thursday
2022-02-02,1807.845,168.83999633789062,95.94000244140624,4589.3798828125,88.26000213623047,Wednesday
2022-02-01,1800.78,168.22999572753906,96.38999938964844,4546.5400390625,88.19999694824219,Tuesday
2022-01-31,1797.78,168.08999633789062,96.54000091552734,4515.5498046875,88.1500015258789,Monday
2022-01-28,1791.77,167.10000610351562,97.2699966430664,4431.85009765625,86.81999969482422,Friday
2022-01-27,1797.39,167.60000610351562,97.26000213623048,4326.509765625,86.61000061035156,Thursday
2022-01-26,1822.035,169.7899932861328,96.48999786376952,4349.93017578125,87.3499984741211,Wednesday
2022-01-25,1849.635,172.5800018310547,95.9499969482422,4356.4501953125,85.5999984741211,Tuesday
2022-01-24,1843.565,172.02999877929688,95.91999816894533,4410.1298828125,83.30999755859375,Monday
2022-01-21,1834.76,171.08999633789062,95.63999938964844,4397.93994140625,85.13999938964844,Friday
2022-01-20,1839.025,171.64999389648438,95.73999786376952,4482.72998046875,86.9000015258789,Thursday
2022-01-19,1838.655,172.0800018310547,95.51000213623048,4532.759765625,86.95999908447266,Wednesday
2022-01-18,1814.35,169.38999938964844,95.7300033569336,4577.10986328125,85.43000030517578,Tuesday
2022-01-14,1817.745,169.6699981689453,95.16999816894533,4662.85009765625,83.81999969482422,Friday
2022-01-13,1820.895,170.16000366210938,94.79000091552734,4659.02978515625,82.12000274658203,Thursday
2022-01-12,1825.35,170.74000549316406,95.0,4726.35009765625,82.63999938964844,Wednesday
2022-01-11,1820.805,170.2899932861328,95.62000274658205,4713.06982421875,81.22000122070312,Tuesday
2022-01-10,1801.285,168.25999450683594,95.98999786376952,4670.2900390625,78.2300033569336,Monday
2022-01-07,1797.175,167.75,95.73999786376952,4677.02978515625,78.9000015258789,Friday
2022-01-06,1791.48,166.99000549316406,96.25,4696.0498046875,79.45999908447266,Thursday
2022-01-05,1810.315,169.05999755859375,96.19000244140624,4700.580078125,77.8499984741211,Wednesday
2022-01-04,1813.985,169.57000732421875,96.29000091552734,4793.5400390625,76.98999786376953,Tuesday
2022-01-03,1804.3,168.3300018310547,96.23999786376952,4796.56005859375,76.08000183105469,Monday
